Duration,Departure IATACodes,Departure Terminals,Number of Stops,layover durations,Arrival Terminals,Departure Times,Arrival Times,Airline,Blacklist
PT26H35M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H10M'}",", 7","2024-06-17T22:35:00, 2024-06-18T17:00:00","2024-06-17T23:50:00, 2024-06-18T19:10:00","FI, FI","False, False"
PT13H20M,"CPH, LIS","3, 1",1,"{'CPH': 'PT3H50M', 'LIS': 'PT8H'}","1, 1","2024-06-17T12:45:00, 2024-06-17T17:05:00","2024-06-17T15:35:00, 2024-06-17T20:05:00","TP, TP","False, False"
PT20H5M,"CPH, LIS","3, 1",1,"{'CPH': 'PT3H55M', 'LIS': 'PT8H'}","1, 1","2024-06-17T06:00:00, 2024-06-17T17:05:00","2024-06-17T08:55:00, 2024-06-17T20:05:00","TP, TP","False, False"
PT32H25M,"CPH, LIS","3, 1",1,"{'CPH': 'PT3H55M', 'LIS': 'PT8H'}","1, 1","2024-06-17T17:40:00, 2024-06-18T17:05:00","2024-06-17T20:35:00, 2024-06-18T20:05:00","TP, TP","False, False"
PT19H35M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-17T06:00:00, 2024-06-17T12:35:00, 2024-06-17T17:30:00","2024-06-17T08:55:00, 2024-06-17T14:05:00, 2024-06-17T19:35:00","S4, S4, S4","False, False, False"
PT19H35M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-17T06:00:00, 2024-06-17T14:10:00, 2024-06-17T17:30:00","2024-06-17T08:55:00, 2024-06-17T15:40:00, 2024-06-17T19:35:00","S4, S4, S4","False, False, False"
PT31H55M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-17T17:40:00, 2024-06-18T06:00:00, 2024-06-18T17:30:00","2024-06-17T20:35:00, 2024-06-18T07:30:00, 2024-06-18T19:35:00","S4, S4, S4","False, False, False"
PT31H55M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-17T17:40:00, 2024-06-18T12:35:00, 2024-06-18T17:30:00","2024-06-17T20:35:00, 2024-06-18T14:05:00, 2024-06-18T19:35:00","S4, S4, S4","False, False, False"
PT31H55M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-17T17:40:00, 2024-06-18T14:10:00, 2024-06-18T17:30:00","2024-06-17T20:35:00, 2024-06-18T15:40:00, 2024-06-18T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-17T12:45:00, 2024-06-18T06:00:00, 2024-06-18T17:30:00","2024-06-17T15:35:00, 2024-06-18T07:30:00, 2024-06-18T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-17T12:45:00, 2024-06-18T12:35:00, 2024-06-18T17:30:00","2024-06-17T15:35:00, 2024-06-18T14:05:00, 2024-06-18T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-17T12:45:00, 2024-06-18T14:10:00, 2024-06-18T17:30:00","2024-06-17T15:35:00, 2024-06-18T15:40:00, 2024-06-18T19:35:00","S4, S4, S4","False, False, False"
PT13H5M,"CPH, LGW","2, S",1,"{'CPH': 'PT2H5M', 'LGW': 'PT8H'}","5, 8","2024-06-17T11:00:00, 2024-06-17T15:05:00","2024-06-17T12:05:00, 2024-06-17T18:05:00","AY, AY","False, False"
PT26H45M,"CPH, LGW","2, S",1,"{'CPH': 'PT2H', 'LGW': 'PT8H'}","5, 8","2024-06-17T21:20:00, 2024-06-18T15:05:00","2024-06-17T22:20:00, 2024-06-18T18:05:00","AY, AY","False, False"
PT31H30M,"CPH, LGW","2, S",1,"{'CPH': 'PT2H', 'LGW': 'PT8H'}","5, 8","2024-06-17T16:35:00, 2024-06-18T15:05:00","2024-06-17T17:35:00, 2024-06-18T18:05:00","AY, AY","False, False"
PT29H50M,"CPH, LGW","2, S",1,"{'CPH': 'PT2H', 'LGW': 'PT8H'}","5, 8","2024-06-17T18:15:00, 2024-06-18T15:05:00","2024-06-17T19:15:00, 2024-06-18T18:05:00","AY, AY","False, False"
PT11H50M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-17T13:15:00, 2024-06-17T17:20:00","2024-06-17T15:45:00, 2024-06-17T19:05:00","AY, AY","False, False"
PT12H40M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-17T12:25:00, 2024-06-17T17:20:00","2024-06-17T14:55:00, 2024-06-17T19:05:00","AY, AY","False, False"
PT16H30M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-17T08:35:00, 2024-06-17T17:20:00","2024-06-17T11:05:00, 2024-06-17T19:05:00","AY, AY","False, False"
PT18H20M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-17T06:45:00, 2024-06-17T17:20:00","2024-06-17T09:15:00, 2024-06-17T19:05:00","AY, AY","False, False"
PT29H50M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H35M', 'HEL': 'PT8H45M'}",", 8","2024-06-17T19:15:00, 2024-06-18T17:20:00","2024-06-17T21:50:00, 2024-06-18T19:05:00","AY, AY","False, False"
PT32H5M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-17T17:00:00, 2024-06-18T17:20:00","2024-06-17T19:30:00, 2024-06-18T19:05:00","AY, AY","False, False"
PT11H10M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-17T11:00:00, 2024-06-17T13:20:00","2024-06-17T12:05:00, 2024-06-17T16:10:00","AY, AY","False, False"
PT11H20M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H55M'}","5, 8","2024-06-17T13:55:00, 2024-06-17T16:20:00","2024-06-17T14:55:00, 2024-06-17T19:15:00","AY, AY","False, False"
PT13H10M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT8H'}","5, 8","2024-06-17T13:55:00, 2024-06-17T18:05:00","2024-06-17T14:55:00, 2024-06-17T21:05:00","AY, AY","False, False"
PT14H15M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H55M'}","5, 8","2024-06-17T11:00:00, 2024-06-17T16:20:00","2024-06-17T12:05:00, 2024-06-17T19:15:00","AY, AY","False, False"
PT16H5M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT8H'}","5, 8","2024-06-17T11:00:00, 2024-06-17T18:05:00","2024-06-17T12:05:00, 2024-06-17T21:05:00","AY, AY","False, False"
PT19H45M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H45M'}","5, 8","2024-06-17T21:20:00, 2024-06-18T08:20:00","2024-06-17T22:20:00, 2024-06-18T11:05:00","AY, AY","False, False"
PT23H5M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H45M'}","5, 8","2024-06-17T21:20:00, 2024-06-18T11:40:00","2024-06-17T22:20:00, 2024-06-18T14:25:00","AY, AY","False, False"
PT24H30M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H45M'}","5, 8","2024-06-17T16:35:00, 2024-06-18T08:20:00","2024-06-17T17:35:00, 2024-06-18T11:05:00","AY, AY","False, False"
PT11H20M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H50M'}","5, 8","2024-06-17T16:35:00, 2024-06-17T19:05:00","2024-06-17T17:35:00, 2024-06-17T21:55:00","AY, AY","False, False"
PT12H30M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-17T11:00:00, 2024-06-17T14:40:00","2024-06-17T12:05:00, 2024-06-17T17:30:00","AY, AY","False, False"
PT14H,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H50M'}","5, 8","2024-06-17T13:55:00, 2024-06-17T19:05:00","2024-06-17T14:55:00, 2024-06-17T21:55:00","AY, AY","False, False"
PT16H55M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-17T11:00:00, 2024-06-17T19:05:00","2024-06-17T12:05:00, 2024-06-17T21:55:00","AY, AY","False, False"
PT22H50M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H45M'}","5, 8","2024-06-17T18:15:00, 2024-06-18T08:20:00","2024-06-17T19:15:00, 2024-06-18T11:05:00","AY, AY","False, False"
PT11H10M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H20M', 'KEF': 'PT6H10M'}",", 7","2024-06-17T14:00:00, 2024-06-17T17:00:00","2024-06-17T15:20:00, 2024-06-17T19:10:00","FI, FI","False, False"
PT11H20M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H20M'}",", 7","2024-06-17T16:50:00, 2024-06-17T19:50:00","2024-06-17T18:05:00, 2024-06-17T22:10:00","FI, FI","False, False"
PT14H10M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H20M', 'KEF': 'PT6H20M'}",", 7","2024-06-17T14:00:00, 2024-06-17T19:50:00","2024-06-17T15:20:00, 2024-06-17T22:10:00","FI, FI","False, False"
PT29H35M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H20M'}",", 7","2024-06-17T22:35:00, 2024-06-18T19:50:00","2024-06-17T23:50:00, 2024-06-18T22:10:00","FI, FI","False, False"
PT32H20M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H10M'}",", 7","2024-06-17T16:50:00, 2024-06-18T17:00:00","2024-06-17T18:05:00, 2024-06-18T19:10:00","FI, FI","False, False"
PT30H10M,"CPH, BCN","2, 1",1,"{'CPH': 'PT3H', 'BCN': 'PT8H55M'}","1, 8","2024-06-17T21:30:00, 2024-06-18T18:45:00","2024-06-18T00:30:00, 2024-06-18T21:40:00","IB, IB","False, False"
PT24H50M,"CPH, MAD","2, 4S",1,"{'CPH': 'PT3H10M', 'MAD': 'PT8H15M'}","4, 8","2024-06-17T19:50:00, 2024-06-18T12:25:00","2024-06-17T23:00:00, 2024-06-18T14:40:00","IB, IB","False, False"
PT29H5M,"CPH, MAD","2, 4S",1,"{'CPH': 'PT3H10M', 'MAD': 'PT8H35M'}","4, 8","2024-06-17T19:50:00, 2024-06-18T16:20:00","2024-06-17T23:00:00, 2024-06-18T18:55:00","IB, IB","False, False"
PT15H40M,"CPH, WAW","2, ",1,"{'CPH': 'PT1H25M', 'WAW': 'PT9H30M'}",", 7","2024-06-17T10:40:00, 2024-06-17T16:50:00","2024-06-17T12:05:00, 2024-06-17T20:20:00","LO, LO","False, False"
PT19H20M,"CPH, WAW","2, ",1,"{'CPH': 'PT1H25M', 'WAW': 'PT9H30M'}",", 7","2024-06-17T07:00:00, 2024-06-17T16:50:00","2024-06-17T08:25:00, 2024-06-17T20:20:00","LO, LO","False, False"
PT32H15M,"CPH, BEG","2, 2",1,"{'CPH': 'PT2H10M', 'BEG': 'PT10H'}","2, 1","2024-06-17T09:35:00, 2024-06-18T07:50:00","2024-06-17T11:45:00, 2024-06-18T11:50:00","JU, JU","False, False"
PT26H20M,"CPH, WAW","2, ",1,"{'CPH': 'PT1H25M', 'WAW': 'PT9H20M'}",", 7","2024-06-17T19:25:00, 2024-06-18T12:25:00","2024-06-17T20:50:00, 2024-06-18T15:45:00","LO, LO","False, False"
PT21H10M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H45M'}","5, 8","2024-06-17T21:20:00, 2024-06-18T09:45:00","2024-06-17T22:20:00, 2024-06-18T12:30:00","AY, AY","False, False"
PT24H15M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H', 'LHR': 'PT7H45M'}","5, 8","2024-06-17T18:15:00, 2024-06-18T09:45:00","2024-06-17T19:15:00, 2024-06-18T12:30:00","AY, AY","False, False"
PT18H,"CPH, BCN","2, 1",1,"{'CPH': 'PT3H', 'BCN': 'PT8H55M'}","1, 8","2024-06-17T09:40:00, 2024-06-17T18:45:00","2024-06-17T12:40:00, 2024-06-17T21:40:00","IB, IB","False, False"
PT13H25M,"CPH, WAW","3, ",1,"{'CPH': 'PT1H20M', 'WAW': 'PT9H30M'}",", 7","2024-06-17T12:55:00, 2024-06-17T16:50:00","2024-06-17T14:15:00, 2024-06-17T20:20:00","LO, LO","False, False"
PT28H55M,"CPH, WAW","3, ",1,"{'CPH': 'PT1H20M', 'WAW': 'PT9H20M'}",", 7","2024-06-17T16:50:00, 2024-06-18T12:25:00","2024-06-17T18:10:00, 2024-06-18T15:45:00","LO, LO","False, False"
PT18H10M,"CPH, IST","2, ",1,"{'CPH': 'PT3H25M', 'IST': 'PT10H45M'}",", 1","2024-06-17T10:20:00, 2024-06-17T18:45:00","2024-06-17T14:45:00, 2024-06-17T22:30:00","TK, TK","False, False"
PT18H35M,"CPH, CDG, FCO","2, 2B, 1",2,"{'CPH': 'PT2H5M', 'CDG': 'PT2H5M', 'FCO': 'PT9H45M'}","2F, 1, 1","2024-06-17T06:20:00, 2024-06-17T11:40:00, 2024-06-17T15:10:00","2024-06-17T08:25:00, 2024-06-17T13:45:00, 2024-06-17T18:55:00","AZ, AZ, AZ","False, False, False"
PT15H,"CPH, YUL","2, ",1,"{'CPH': 'PT7H35M', 'YUL': 'PT1H50M'}",", 7","2024-06-17T12:20:00, 2024-06-17T19:30:00","2024-06-17T13:55:00, 2024-06-17T21:20:00","AC, AC","False, False"
PT15H,"CPH, YUL","2, ",1,"{'CPH': 'PT7H35M', 'YUL': 'PT1H50M'}",", 7","2024-06-17T12:20:00, 2024-06-17T19:30:00","2024-06-17T13:55:00, 2024-06-17T21:20:00","UA, UA","False, False"
PT12H50M,"CPH, ZRH","2, ",1,"{'CPH': 'PT1H50M', 'ZRH': 'PT9H10M'}",", 1","2024-06-17T09:40:00, 2024-06-17T13:20:00","2024-06-17T11:30:00, 2024-06-17T16:30:00","UA, UA","False, False"
PT11H55M,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H55M'}","2, 1","2024-06-17T08:55:00, 2024-06-17T11:55:00","2024-06-17T10:30:00, 2024-06-17T14:50:00","UA, UA","False, False"
PT14H45M,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H55M'}","2, 1","2024-06-17T06:05:00, 2024-06-17T11:55:00","2024-06-17T07:40:00, 2024-06-17T14:50:00","UA, UA","False, False"
PT12H10M,"CPH, BRU","2, ",1,"{'CPH': 'PT1H35M', 'BRU': 'PT8H25M'}",", 1","2024-06-17T06:50:00, 2024-06-17T10:35:00","2024-06-17T08:25:00, 2024-06-17T13:00:00","UA, UA","False, False"
PT15H53M,"CPH, YYZ","2, 1",1,"{'CPH': 'PT8H15M', 'YYZ': 'PT1H48M'}","1, 7","2024-06-17T12:25:00, 2024-06-17T20:30:00","2024-06-17T14:40:00, 2024-06-17T22:18:00","AC, AC","False, False"
PT15H53M,"CPH, YYZ","2, 1",1,"{'CPH': 'PT8H15M', 'YYZ': 'PT1H48M'}","1, 7","2024-06-17T12:25:00, 2024-06-17T20:30:00","2024-06-17T14:40:00, 2024-06-17T22:18:00","UA, UA","False, False"
PT11H15M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-17T14:50:00, 2024-06-17T17:10:00","2024-06-17T16:20:00, 2024-06-17T20:05:00","UA, UA","False, False"
PT13H50M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-17T12:15:00, 2024-06-17T17:10:00","2024-06-17T13:45:00, 2024-06-17T20:05:00","UA, UA","False, False"
PT16H25M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-17T09:40:00, 2024-06-17T17:10:00","2024-06-17T11:10:00, 2024-06-17T20:05:00","UA, UA","False, False"
PT16H10M,"CPH, VIE","2, ",1,"{'CPH': 'PT1H40M', 'VIE': 'PT8H'}","3, ","2024-06-17T09:50:00, 2024-06-17T18:00:00","2024-06-17T11:30:00, 2024-06-17T20:00:00","OS, OS","False, False"
PT16H15M,"CPH, VIE","2, 3",1,"{'CPH': 'PT1H40M', 'VIE': 'PT9H10M'}","3, 1","2024-06-17T09:50:00, 2024-06-17T16:55:00","2024-06-17T11:30:00, 2024-06-17T20:05:00","OS, OS","False, False"
PT19H,"CPH, VIE","2, ",1,"{'CPH': 'PT1H40M', 'VIE': 'PT8H'}","3, ","2024-06-17T07:00:00, 2024-06-17T18:00:00","2024-06-17T08:40:00, 2024-06-17T20:00:00","OS, OS","False, False"
PT19H5M,"CPH, VIE","2, 3",1,"{'CPH': 'PT1H40M', 'VIE': 'PT9H10M'}","3, 1","2024-06-17T07:00:00, 2024-06-17T16:55:00","2024-06-17T08:40:00, 2024-06-17T20:05:00","OS, OS","False, False"
PT12H50M,"CPH, ZRH","2, ",1,"{'CPH': 'PT1H50M', 'ZRH': 'PT9H10M'}",", 1","2024-06-17T09:40:00, 2024-06-17T13:20:00","2024-06-17T11:30:00, 2024-06-17T16:30:00","LX, LX","False, False"
PT14H40M,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H55M'}","2, 1","2024-06-17T06:10:00, 2024-06-17T11:55:00","2024-06-17T07:45:00, 2024-06-17T14:50:00","LH, LH","False, False"
PT11H10M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-17T14:50:00, 2024-06-17T18:00:00","2024-06-17T16:20:00, 2024-06-17T20:00:00","LH, LH","False, False"
PT11H15M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-17T14:50:00, 2024-06-17T17:10:00","2024-06-17T16:20:00, 2024-06-17T20:05:00","LH, LH","False, False"
PT13H40M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-17T14:50:00, 2024-06-17T20:55:00","2024-06-17T16:20:00, 2024-06-17T22:30:00","LH, LH","False, False"
PT14H20M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H50M'}","1, 1","2024-06-17T14:50:00, 2024-06-17T20:20:00","2024-06-17T16:20:00, 2024-06-17T23:10:00","LH, LH","False, False"
PT12H50M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H30M'}","1, 1","2024-06-17T06:35:00, 2024-06-17T10:55:00","2024-06-17T08:05:00, 2024-06-17T13:25:00","LH, LH","False, False"
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-17T12:00:00, 2024-06-17T18:00:00","2024-06-17T13:30:00, 2024-06-17T20:00:00","LH, LH","False, False"
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT10H'}","1, 1","2024-06-17T12:00:00, 2024-06-17T16:00:00","2024-06-17T13:30:00, 2024-06-17T20:00:00","LH, LH","False, False"
PT14H5M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-17T12:00:00, 2024-06-17T17:10:00","2024-06-17T13:30:00, 2024-06-17T20:05:00","LH, LH","False, False"
PT16H30M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-17T12:00:00, 2024-06-17T20:55:00","2024-06-17T13:30:00, 2024-06-17T22:30:00","LH, LH","False, False"
PT8H50M,CPH,2,0,{'CPH': 'PT8H50M'},4,2024-06-17T14:00:00,2024-06-17T16:50:00,VS,False
PT14H35M,"CPH, ZRH","3, ",1,"{'CPH': 'PT1H45M', 'ZRH': 'PT9H10M'}",", 1","2024-06-17T07:55:00, 2024-06-17T13:20:00","2024-06-17T09:40:00, 2024-06-17T16:30:00","LX, LX","False, False"
PT11H55M,"CPH, MUC","3, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H'}","2, 1","2024-06-17T16:05:00, 2024-06-17T20:00:00","2024-06-17T17:40:00, 2024-06-17T22:00:00","LH, LH","False, False"
PT10H15M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-17T18:15:00, 2024-06-17T20:55:00","2024-06-17T19:45:00, 2024-06-17T22:30:00","LH, LH","False, False"
PT12H45M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-17T13:15:00, 2024-06-17T18:00:00","2024-06-17T14:45:00, 2024-06-17T20:00:00","LH, LH","False, False"
PT12H45M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT10H'}","1, 1","2024-06-17T13:15:00, 2024-06-17T16:00:00","2024-06-17T14:45:00, 2024-06-17T20:00:00","LH, LH","False, False"
PT12H50M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-17T13:15:00, 2024-06-17T17:10:00","2024-06-17T14:45:00, 2024-06-17T20:05:00","LH, LH","False, False"
PT15H15M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-17T13:15:00, 2024-06-17T20:55:00","2024-06-17T14:45:00, 2024-06-17T22:30:00","LH, LH","False, False"
PT15H55M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H50M'}","1, 1","2024-06-17T13:15:00, 2024-06-17T20:20:00","2024-06-17T14:45:00, 2024-06-17T23:10:00","LH, LH","False, False"
PT10H30M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-17T14:40:00, 2024-06-17T17:05:00","2024-06-17T16:05:00, 2024-06-17T19:10:00","KL, KL","False, False"
PT10H55M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H15M'}",", 4","2024-06-17T11:50:00, 2024-06-17T14:30:00","2024-06-17T13:15:00, 2024-06-17T16:45:00","KL, KL","False, False"
PT12H,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H'}",", 4","2024-06-17T09:25:00, 2024-06-17T13:25:00","2024-06-17T10:50:00, 2024-06-17T15:25:00","KL, KL","False, False"
PT13H20M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H15M'}",", 4","2024-06-17T09:25:00, 2024-06-17T14:30:00","2024-06-17T10:50:00, 2024-06-17T16:45:00","KL, KL","False, False"
PT13H20M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-17T11:50:00, 2024-06-17T17:05:00","2024-06-17T13:15:00, 2024-06-17T19:10:00","KL, KL","False, False"
PT15H25M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H'}",", 4","2024-06-17T06:00:00, 2024-06-17T13:25:00","2024-06-17T07:25:00, 2024-06-17T15:25:00","KL, KL","False, False"
PT15H45M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-17T09:25:00, 2024-06-17T17:05:00","2024-06-17T10:50:00, 2024-06-17T19:10:00","KL, KL","False, False"
PT16H45M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H15M'}",", 4","2024-06-17T06:00:00, 2024-06-17T14:30:00","2024-06-17T07:25:00, 2024-06-17T16:45:00","KL, KL","False, False"
PT19H10M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-17T06:00:00, 2024-06-17T17:05:00","2024-06-17T07:25:00, 2024-06-17T19:10:00","KL, KL","False, False"
PT12H25M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H15M'}","2F, 1","2024-06-17T06:20:00, 2024-06-17T10:30:00","2024-06-17T08:25:00, 2024-06-17T12:45:00","AF, AF","False, False"
PT12H35M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-17T15:50:00, 2024-06-17T20:30:00","2024-06-17T17:50:00, 2024-06-17T22:25:00","AF, AF","False, False"
PT12H45M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, 1","2024-06-17T12:05:00, 2024-06-17T16:30:00","2024-06-17T14:05:00, 2024-06-17T18:50:00","AF, AF","False, False"
PT14H35M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H10M'}","2F, 1","2024-06-17T12:05:00, 2024-06-17T18:30:00","2024-06-17T14:05:00, 2024-06-17T20:40:00","AF, AF","False, False"
PT15H5M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, 1","2024-06-17T09:45:00, 2024-06-17T16:30:00","2024-06-17T11:45:00, 2024-06-17T18:50:00","AF, AF","False, False"
PT16H20M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-17T12:05:00, 2024-06-17T20:30:00","2024-06-17T14:05:00, 2024-06-17T22:25:00","AF, AF","False, False"
PT16H55M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H10M'}","2F, 1","2024-06-17T09:45:00, 2024-06-17T18:30:00","2024-06-17T11:45:00, 2024-06-17T20:40:00","AF, AF","False, False"
PT18H30M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H20M'}","2F, 1","2024-06-17T06:20:00, 2024-06-17T16:30:00","2024-06-17T08:25:00, 2024-06-17T18:50:00","AF, AF","False, False"
PT18H40M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-17T09:45:00, 2024-06-17T20:30:00","2024-06-17T11:45:00, 2024-06-17T22:25:00","AF, AF","False, False"
PT20H20M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H10M'}","2F, 1","2024-06-17T06:20:00, 2024-06-17T18:30:00","2024-06-17T08:25:00, 2024-06-17T20:40:00","AF, AF","False, False"
