Duration,Departure IATACodes,Departure Terminals,Number of Stops,layover durations,Arrival Terminals,Departure Times,Arrival Times,Airline,Blacklist
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT10H'}","1, 1","2024-06-21T12:00:00, 2024-06-21T16:00:00","2024-06-21T13:30:00, 2024-06-21T20:00:00","LH, LH","False, False"
PT14H5M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-21T12:00:00, 2024-06-21T17:10:00","2024-06-21T13:30:00, 2024-06-21T20:05:00","LH, LH","False, False"
PT16H15M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-21T09:45:00, 2024-06-21T18:00:00","2024-06-21T11:15:00, 2024-06-21T20:00:00","LH, LH","False, False"
PT16H20M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-21T09:40:00, 2024-06-21T18:00:00","2024-06-21T11:10:00, 2024-06-21T20:00:00","LH, LH","False, False"
PT16H20M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-21T09:45:00, 2024-06-21T17:10:00","2024-06-21T11:15:00, 2024-06-21T20:05:00","LH, LH","False, False"
PT16H30M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-21T12:00:00, 2024-06-21T20:55:00","2024-06-21T13:30:00, 2024-06-21T22:30:00","LH, LH","False, False"
PT28H55M,"CPH, WAW","3, ",1,"{'CPH': 'PT1H20M', 'WAW': 'PT9H20M'}",", 7","2024-06-21T16:50:00, 2024-06-22T12:25:00","2024-06-21T18:10:00, 2024-06-22T15:45:00","LO, LO","False, False"
PT14H35M,"CPH, ZRH","3, ",1,"{'CPH': 'PT1H45M', 'ZRH': 'PT9H10M'}",", 1","2024-06-21T07:55:00, 2024-06-21T13:20:00","2024-06-21T09:40:00, 2024-06-21T16:30:00","LX, LX","False, False"
PT11H55M,"CPH, MUC","3, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H'}","2, 1","2024-06-21T16:05:00, 2024-06-21T20:00:00","2024-06-21T17:40:00, 2024-06-21T22:00:00","LH, LH","False, False"
PT10H15M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-21T18:15:00, 2024-06-21T20:55:00","2024-06-21T19:45:00, 2024-06-21T22:30:00","LH, LH","False, False"
PT12H45M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-21T13:15:00, 2024-06-21T18:00:00","2024-06-21T14:45:00, 2024-06-21T20:00:00","LH, LH","False, False"
PT12H45M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT10H'}","1, 1","2024-06-21T13:15:00, 2024-06-21T16:00:00","2024-06-21T14:45:00, 2024-06-21T20:00:00","LH, LH","False, False"
PT12H50M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-21T13:15:00, 2024-06-21T17:10:00","2024-06-21T14:45:00, 2024-06-21T20:05:00","LH, LH","False, False"
PT15H15M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-21T13:15:00, 2024-06-21T20:55:00","2024-06-21T14:45:00, 2024-06-21T22:30:00","LH, LH","False, False"
PT15H55M,"CPH, FRA","3, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H50M'}","1, 1","2024-06-21T13:15:00, 2024-06-21T20:20:00","2024-06-21T14:45:00, 2024-06-21T23:10:00","LH, LH","False, False"
PT13H5M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H15M'}",", 4","2024-06-21T06:00:00, 2024-06-21T10:50:00","2024-06-21T07:25:00, 2024-06-21T13:05:00","KL, KL","False, False"
PT10H30M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-21T14:40:00, 2024-06-21T17:05:00","2024-06-21T16:05:00, 2024-06-21T19:10:00","KL, KL","False, False"
PT12H,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H'}",", 4","2024-06-21T09:25:00, 2024-06-21T13:25:00","2024-06-21T10:50:00, 2024-06-21T15:25:00","KL, KL","False, False"
PT13H20M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-21T11:50:00, 2024-06-21T17:05:00","2024-06-21T13:15:00, 2024-06-21T19:10:00","KL, KL","False, False"
PT15H25M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H'}",", 4","2024-06-21T06:00:00, 2024-06-21T13:25:00","2024-06-21T07:25:00, 2024-06-21T15:25:00","KL, KL","False, False"
PT15H45M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-21T09:25:00, 2024-06-21T17:05:00","2024-06-21T10:50:00, 2024-06-21T19:10:00","KL, KL","False, False"
PT19H10M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-21T06:00:00, 2024-06-21T17:05:00","2024-06-21T07:25:00, 2024-06-21T19:10:00","KL, KL","False, False"
PT12H25M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H15M'}","2F, 1","2024-06-21T06:20:00, 2024-06-21T10:30:00","2024-06-21T08:25:00, 2024-06-21T12:45:00","AF, AF","False, False"
PT12H35M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-21T15:50:00, 2024-06-21T20:30:00","2024-06-21T17:50:00, 2024-06-21T22:25:00","AF, AF","False, False"
PT12H45M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, 1","2024-06-21T12:05:00, 2024-06-21T16:30:00","2024-06-21T14:05:00, 2024-06-21T18:50:00","AF, AF","False, False"
PT14H35M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H10M'}","2F, 1","2024-06-21T12:05:00, 2024-06-21T18:30:00","2024-06-21T14:05:00, 2024-06-21T20:40:00","AF, AF","False, False"
PT15H5M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, 1","2024-06-21T09:45:00, 2024-06-21T16:30:00","2024-06-21T11:45:00, 2024-06-21T18:50:00","AF, AF","False, False"
PT16H20M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-21T12:05:00, 2024-06-21T20:30:00","2024-06-21T14:05:00, 2024-06-21T22:25:00","AF, AF","False, False"
PT16H55M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT8H10M'}","2F, 1","2024-06-21T09:45:00, 2024-06-21T18:30:00","2024-06-21T11:45:00, 2024-06-21T20:40:00","AF, AF","False, False"
PT18H30M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H20M'}","2F, 1","2024-06-21T06:20:00, 2024-06-21T16:30:00","2024-06-21T08:25:00, 2024-06-21T18:50:00","AF, AF","False, False"
PT18H40M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H', 'CDG': 'PT7H55M'}","2F, 1","2024-06-21T09:45:00, 2024-06-21T20:30:00","2024-06-21T11:45:00, 2024-06-21T22:25:00","AF, AF","False, False"
PT20H20M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT8H10M'}","2F, 1","2024-06-21T06:20:00, 2024-06-21T18:30:00","2024-06-21T08:25:00, 2024-06-21T20:40:00","AF, AF","False, False"
PT22H5M,"CPH, CDG","2, 2E",1,"{'CPH': 'PT2H5M', 'CDG': 'PT7H55M'}","2F, 1","2024-06-21T06:20:00, 2024-06-21T20:30:00","2024-06-21T08:25:00, 2024-06-21T22:25:00","AF, AF","False, False"
PT30H35M,"CPH, ADD",", 2",1,"{'CPH': 'PT9H', 'ADD': 'PT18H'}","2, 7","2024-06-21T19:25:00, 2024-06-22T09:00:00","2024-06-22T05:25:00, 2024-06-22T20:00:00","ET, ET","False, False"
PT12H5M,"CPH, CDG","2, ",1,"{'CPH': 'PT2H', 'CDG': 'PT8H20M'}","2F, ","2024-06-21T09:45:00, 2024-06-21T13:30:00","2024-06-21T11:45:00, 2024-06-21T15:50:00","AF, AF","False, False"
PT9H,CPH,3,0,{'CPH': 'PT9H'},1,2024-06-21T12:40:00,2024-06-21T15:40:00,SK,False
PT9H,CPH,3,0,{'CPH': 'PT9H'},1,2024-06-21T14:40:00,2024-06-21T17:40:00,SK,False
PT19H35M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-22T06:00:00, 2024-06-22T12:35:00, 2024-06-22T17:30:00","2024-06-22T08:55:00, 2024-06-22T14:05:00, 2024-06-22T19:35:00","S4, S4, S4","False, False, False"
PT19H35M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-22T06:00:00, 2024-06-22T14:10:00, 2024-06-22T17:30:00","2024-06-22T08:55:00, 2024-06-22T15:40:00, 2024-06-22T19:35:00","S4, S4, S4","False, False, False"
PT31H55M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-22T17:40:00, 2024-06-23T06:00:00, 2024-06-23T17:30:00","2024-06-22T20:35:00, 2024-06-23T07:30:00, 2024-06-23T19:35:00","S4, S4, S4","False, False, False"
PT31H55M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-22T17:40:00, 2024-06-23T14:10:00, 2024-06-23T17:30:00","2024-06-22T20:35:00, 2024-06-23T15:40:00, 2024-06-23T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-22T12:45:00, 2024-06-23T06:00:00, 2024-06-23T17:30:00","2024-06-22T15:35:00, 2024-06-23T07:30:00, 2024-06-23T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-22T12:45:00, 2024-06-23T14:10:00, 2024-06-23T17:30:00","2024-06-22T15:35:00, 2024-06-23T15:40:00, 2024-06-23T19:35:00","S4, S4, S4","False, False, False"
PT36H50M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H50M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-22T12:45:00, 2024-06-22T19:25:00, 2024-06-23T17:30:00","2024-06-22T15:35:00, 2024-06-22T20:55:00, 2024-06-23T19:35:00","S4, S4, S4","False, False, False"
PT43H35M,"CPH, LIS, PDL","2, 1, ",2,"{'CPH': 'PT3H55M', 'LIS': 'PT2H30M', 'PDL': 'PT6H5M'}","1, , 1","2024-06-22T06:00:00, 2024-06-23T06:00:00, 2024-06-23T17:30:00","2024-06-22T08:55:00, 2024-06-23T07:30:00, 2024-06-23T19:35:00","S4, S4, S4","False, False, False"
PT13H20M,"CPH, LIS","3, 1",1,"{'CPH': 'PT3H50M', 'LIS': 'PT8H'}","1, 1","2024-06-22T12:45:00, 2024-06-22T17:05:00","2024-06-22T15:35:00, 2024-06-22T20:05:00","TP, TP","False, False"
PT20H5M,"CPH, LIS","3, 1",1,"{'CPH': 'PT3H55M', 'LIS': 'PT8H'}","1, 1","2024-06-22T06:00:00, 2024-06-22T17:05:00","2024-06-22T08:55:00, 2024-06-22T20:05:00","TP, TP","False, False"
PT32H25M,"CPH, LIS","3, 1",1,"{'CPH': 'PT3H55M', 'LIS': 'PT8H'}","1, 1","2024-06-22T17:40:00, 2024-06-23T17:05:00","2024-06-22T20:35:00, 2024-06-23T20:05:00","TP, TP","False, False"
PT11H50M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-22T13:15:00, 2024-06-22T17:20:00","2024-06-22T15:45:00, 2024-06-22T19:05:00","AY, AY","False, False"
PT12H40M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-22T12:25:00, 2024-06-22T17:20:00","2024-06-22T14:55:00, 2024-06-22T19:05:00","AY, AY","False, False"
PT16H20M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-22T08:45:00, 2024-06-22T17:20:00","2024-06-22T11:15:00, 2024-06-22T19:05:00","AY, AY","False, False"
PT19H15M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H10M'}",", 7","2024-06-22T22:35:00, 2024-06-23T09:40:00","2024-06-22T23:50:00, 2024-06-23T11:50:00","FI, FI","False, False"
PT25H,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H10M'}",", 7","2024-06-22T16:50:00, 2024-06-23T09:40:00","2024-06-22T18:05:00, 2024-06-23T11:50:00","FI, FI","False, False"
PT26H35M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H10M'}",", 7","2024-06-22T22:35:00, 2024-06-23T17:00:00","2024-06-22T23:50:00, 2024-06-23T19:10:00","FI, FI","False, False"
PT30H15M,"CPH, BCN","2, 1",1,"{'CPH': 'PT3H', 'BCN': 'PT8H55M'}","1, 8","2024-06-22T21:25:00, 2024-06-23T18:45:00","2024-06-23T00:25:00, 2024-06-23T21:40:00","IB, IB","False, False"
PT11H50M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-22T13:15:00, 2024-06-22T17:20:00","2024-06-22T15:45:00, 2024-06-22T19:05:00","AY, IB","False, False"
PT12H40M,"CPH, HEL","2, ",1,"{'CPH': 'PT1H30M', 'HEL': 'PT8H45M'}",", 8","2024-06-22T12:25:00, 2024-06-22T17:20:00","2024-06-22T14:55:00, 2024-06-22T19:05:00","AY, IB","False, False"
PT17H50M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H20M', 'KEF': 'PT6H10M'}",", 7","2024-06-22T07:20:00, 2024-06-22T17:00:00","2024-06-22T08:40:00, 2024-06-22T19:10:00","FI, FI","False, False"
PT13H50M,"CPH, BEG","2, 2",1,"{'CPH': 'PT2H10M', 'BEG': 'PT10H'}","2, 1","2024-06-22T09:35:00, 2024-06-22T13:25:00","2024-06-22T11:45:00, 2024-06-22T17:25:00","JU, JU","False, False"
PT11H10M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H20M', 'KEF': 'PT6H10M'}",", 7","2024-06-22T14:00:00, 2024-06-22T17:00:00","2024-06-22T15:20:00, 2024-06-22T19:10:00","FI, FI","False, False"
PT11H20M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H15M', 'KEF': 'PT6H20M'}",", 7","2024-06-22T16:50:00, 2024-06-22T19:50:00","2024-06-22T18:05:00, 2024-06-22T22:10:00","FI, FI","False, False"
PT14H10M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H20M', 'KEF': 'PT6H20M'}",", 7","2024-06-22T14:00:00, 2024-06-22T19:50:00","2024-06-22T15:20:00, 2024-06-22T22:10:00","FI, FI","False, False"
PT20H50M,"CPH, KEF","3, ",1,"{'CPH': 'PT3H20M', 'KEF': 'PT6H20M'}",", 7","2024-06-22T07:20:00, 2024-06-22T19:50:00","2024-06-22T08:40:00, 2024-06-22T22:10:00","FI, FI","False, False"
PT13H30M,"CPH, MAD","2, 4S",1,"{'CPH': 'PT3H25M', 'MAD': 'PT8H35M'}","4, 8","2024-06-22T11:25:00, 2024-06-22T16:20:00","2024-06-22T14:50:00, 2024-06-22T18:55:00","IB, IB","False, False"
PT26H20M,"CPH, WAW","2, ",1,"{'CPH': 'PT1H25M', 'WAW': 'PT9H20M'}",", 7","2024-06-22T19:25:00, 2024-06-23T12:25:00","2024-06-22T20:50:00, 2024-06-23T15:45:00","LO, LO","False, False"
PT13H20M,"CPH, LGW","2, S",1,"{'CPH': 'PT2H5M', 'LGW': 'PT8H'}","5, 8","2024-06-22T10:45:00, 2024-06-22T15:05:00","2024-06-22T11:50:00, 2024-06-22T18:05:00","AY, AY","False, False"
PT11H25M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-22T10:45:00, 2024-06-22T13:20:00","2024-06-22T11:50:00, 2024-06-22T16:10:00","AY, AY","False, False"
PT12H45M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-22T10:45:00, 2024-06-22T14:40:00","2024-06-22T11:50:00, 2024-06-22T17:30:00","AY, AY","False, False"
PT14H30M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H55M'}","5, 8","2024-06-22T10:45:00, 2024-06-22T16:20:00","2024-06-22T11:50:00, 2024-06-22T19:15:00","AY, AY","False, False"
PT16H20M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT8H'}","5, 8","2024-06-22T10:45:00, 2024-06-22T18:05:00","2024-06-22T11:50:00, 2024-06-22T21:05:00","AY, AY","False, False"
PT17H10M,"CPH, LHR","2, 5",1,"{'CPH': 'PT2H5M', 'LHR': 'PT7H50M'}","5, 8","2024-06-22T10:45:00, 2024-06-22T19:05:00","2024-06-22T11:50:00, 2024-06-22T21:55:00","AY, AY","False, False"
PT22H35M,"CPH, MAD","2, 4S",1,"{'CPH': 'PT3H10M', 'MAD': 'PT8H'}","4, 8","2024-06-22T19:50:00, 2024-06-23T10:25:00","2024-06-22T23:00:00, 2024-06-23T12:25:00","IB, IB","False, False"
PT17H45M,"CPH, AMS, MAD","2, , 1",2,"{'CPH': 'PT1H25M', 'AMS': 'PT2H40M', 'MAD': 'PT8H15M'}",", 2, 4","2024-06-22T06:00:00, 2024-06-22T11:00:00, 2024-06-22T15:30:00","2024-06-22T07:25:00, 2024-06-22T13:40:00, 2024-06-22T17:45:00","UX, UX, UX","False, False, False"
PT17H45M,"CPH, AMS, MAD","2, , 1",2,"{'CPH': 'PT1H25M', 'AMS': 'PT2H35M', 'MAD': 'PT8H15M'}",", 2, 4","2024-06-22T06:00:00, 2024-06-22T09:30:00, 2024-06-22T15:30:00","2024-06-22T07:25:00, 2024-06-22T12:05:00, 2024-06-22T17:45:00","UX, UX, UX","False, False, False"
PT18H10M,"CPH, IST","2, ",1,"{'CPH': 'PT3H25M', 'IST': 'PT10H45M'}",", 1","2024-06-22T10:20:00, 2024-06-22T18:45:00","2024-06-22T14:45:00, 2024-06-22T22:30:00","TK, TK","False, False"
PT18H35M,"CPH, CDG, FCO","2, 2B, 1",2,"{'CPH': 'PT2H5M', 'CDG': 'PT2H5M', 'FCO': 'PT9H45M'}","2F, 1, 1","2024-06-22T06:20:00, 2024-06-22T11:40:00, 2024-06-22T15:10:00","2024-06-22T08:25:00, 2024-06-22T13:45:00, 2024-06-22T18:55:00","AZ, AZ, AZ","False, False, False"
PT14H59M,"CPH, YUL","2, ",1,"{'CPH': 'PT7H35M', 'YUL': 'PT1H49M'}",", 7","2024-06-22T12:20:00, 2024-06-22T19:30:00","2024-06-22T13:55:00, 2024-06-22T21:19:00","AC, AC","False, False"
PT14H59M,"CPH, YUL","2, ",1,"{'CPH': 'PT7H35M', 'YUL': 'PT1H49M'}",", 7","2024-06-22T12:20:00, 2024-06-22T19:30:00","2024-06-22T13:55:00, 2024-06-22T21:19:00","UA, UA","False, False"
PT12H50M,"CPH, ZRH","2, ",1,"{'CPH': 'PT1H50M', 'ZRH': 'PT9H10M'}",", 1","2024-06-22T09:40:00, 2024-06-22T13:20:00","2024-06-22T11:30:00, 2024-06-22T16:30:00","UA, UA","False, False"
PT12H10M,"CPH, BRU","2, ",1,"{'CPH': 'PT1H35M', 'BRU': 'PT8H25M'}",", 1","2024-06-22T06:50:00, 2024-06-22T10:35:00","2024-06-22T08:25:00, 2024-06-22T13:00:00","UA, UA","False, False"
PT15H58M,"CPH, YYZ","2, 1",1,"{'CPH': 'PT8H15M', 'YYZ': 'PT1H53M'}","1, 7","2024-06-22T12:25:00, 2024-06-22T20:30:00","2024-06-22T14:40:00, 2024-06-22T22:23:00","AC, AC","False, False"
PT15H58M,"CPH, YYZ","2, 1",1,"{'CPH': 'PT8H15M', 'YYZ': 'PT1H53M'}","1, 7","2024-06-22T12:25:00, 2024-06-22T20:30:00","2024-06-22T14:40:00, 2024-06-22T22:23:00","UA, UA","False, False"
PT11H15M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-22T14:50:00, 2024-06-22T17:10:00","2024-06-22T16:20:00, 2024-06-22T20:05:00","UA, UA","False, False"
PT13H5M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H30M'}","1, 1","2024-06-22T06:20:00, 2024-06-22T10:55:00","2024-06-22T07:50:00, 2024-06-22T13:25:00","UA, UA","False, False"
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-22T12:05:00, 2024-06-22T17:10:00","2024-06-22T13:35:00, 2024-06-22T20:05:00","UA, UA","False, False"
PT19H45M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-22T06:20:00, 2024-06-22T17:10:00","2024-06-22T07:50:00, 2024-06-22T20:05:00","UA, UA","False, False"
PT16H10M,"CPH, VIE","2, ",1,"{'CPH': 'PT1H40M', 'VIE': 'PT8H'}","3, ","2024-06-22T09:50:00, 2024-06-22T18:00:00","2024-06-22T11:30:00, 2024-06-22T20:00:00","OS, OS","False, False"
PT16H15M,"CPH, VIE","2, 3",1,"{'CPH': 'PT1H40M', 'VIE': 'PT9H10M'}","3, 1","2024-06-22T09:50:00, 2024-06-22T16:55:00","2024-06-22T11:30:00, 2024-06-22T20:05:00","OS, OS","False, False"
PT19H,"CPH, VIE","2, ",1,"{'CPH': 'PT1H40M', 'VIE': 'PT8H'}","3, ","2024-06-22T07:00:00, 2024-06-22T18:00:00","2024-06-22T08:40:00, 2024-06-22T20:00:00","OS, OS","False, False"
PT19H5M,"CPH, VIE","2, 3",1,"{'CPH': 'PT1H40M', 'VIE': 'PT9H10M'}","3, 1","2024-06-22T07:00:00, 2024-06-22T16:55:00","2024-06-22T08:40:00, 2024-06-22T20:05:00","OS, OS","False, False"
PT12H50M,"CPH, ZRH","2, ",1,"{'CPH': 'PT1H50M', 'ZRH': 'PT9H10M'}",", 1","2024-06-22T09:40:00, 2024-06-22T13:20:00","2024-06-22T11:30:00, 2024-06-22T16:30:00","LX, LX","False, False"
PT12H,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H55M'}","2, 1","2024-06-22T08:50:00, 2024-06-22T11:55:00","2024-06-22T10:25:00, 2024-06-22T14:50:00","LH, LH","False, False"
PT14H40M,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H55M'}","2, 1","2024-06-22T06:10:00, 2024-06-22T11:55:00","2024-06-22T07:45:00, 2024-06-22T14:50:00","LH, LH","False, False"
PT15H10M,"CPH, MUC","2, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H'}","2, 1","2024-06-22T12:50:00, 2024-06-22T20:00:00","2024-06-22T14:25:00, 2024-06-22T22:00:00","LH, LH","False, False"
PT12H10M,"CPH, BRU","2, ",1,"{'CPH': 'PT1H35M', 'BRU': 'PT8H25M'}",", 1","2024-06-22T06:50:00, 2024-06-22T10:35:00","2024-06-22T08:25:00, 2024-06-22T13:00:00","SN, SN","False, False"
PT12H50M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H30M'}","1, 1","2024-06-22T06:35:00, 2024-06-22T10:55:00","2024-06-22T08:05:00, 2024-06-22T13:25:00","LH, LH","False, False"
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-22T12:00:00, 2024-06-22T18:00:00","2024-06-22T13:30:00, 2024-06-22T20:00:00","LH, LH","False, False"
PT14H,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT10H'}","1, 1","2024-06-22T12:00:00, 2024-06-22T16:00:00","2024-06-22T13:30:00, 2024-06-22T20:00:00","LH, LH","False, False"
PT14H5M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H55M'}","1, 1","2024-06-22T12:00:00, 2024-06-22T17:10:00","2024-06-22T13:30:00, 2024-06-22T20:05:00","LH, LH","False, False"
PT16H30M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT7H35M'}","1, 1","2024-06-22T12:00:00, 2024-06-22T20:55:00","2024-06-22T13:30:00, 2024-06-22T22:30:00","LH, LH","False, False"
PT16H15M,"CPH, FRA","2, 1",1,"{'CPH': 'PT1H30M', 'FRA': 'PT8H'}","1, ","2024-06-22T09:45:00, 2024-06-22T18:00:00","2024-06-22T11:15:00, 2024-06-22T20:00:00","LH, LH","False, False"
PT8H50M,CPH,2,0,{'CPH': 'PT8H50M'},4,2024-06-22T14:00:00,2024-06-22T16:50:00,VS,False
PT11H55M,"CPH, MUC","3, 2",1,"{'CPH': 'PT1H35M', 'MUC': 'PT8H'}","2, 1","2024-06-22T16:05:00, 2024-06-22T20:00:00","2024-06-22T17:40:00, 2024-06-22T22:00:00","LH, LH","False, False"
PT10H30M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-22T14:40:00, 2024-06-22T17:05:00","2024-06-22T16:05:00, 2024-06-22T19:10:00","KL, KL","False, False"
PT10H55M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H15M'}",", 4","2024-06-22T11:50:00, 2024-06-22T14:30:00","2024-06-22T13:15:00, 2024-06-22T16:45:00","KL, KL","False, False"
PT12H,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H'}",", 4","2024-06-22T09:25:00, 2024-06-22T13:25:00","2024-06-22T10:50:00, 2024-06-22T15:25:00","KL, KL","False, False"
PT13H20M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H15M'}",", 4","2024-06-22T09:25:00, 2024-06-22T14:30:00","2024-06-22T10:50:00, 2024-06-22T16:45:00","KL, KL","False, False"
PT13H20M,"CPH, AMS","2, ",1,"{'CPH': 'PT1H25M', 'AMS': 'PT8H5M'}",", 4","2024-06-22T11:50:00, 2024-06-22T17:05:00","2024-06-22T13:15:00, 2024-06-22T19:10:00","KL, KL","False, False"
