id,type,source,instantTicketingRequired,nonHomogeneous,oneWay,lastTicketingDate,lastTicketingDateTime,numberOfBookableSeats,validatingAirlineCodes,Duration,Departure IATACodes,Departure Terminals,Number of Stops,layover durations,Arrival Terminals,Departure Times,Arrival Times,Airline,Blacklist,Currency,Total Price,Base Price,Fee Amount,Grand Total Price,Additional fees,Fee Type,Traveler ID,Fare Option,Traveler Type,Segment IDs,Cabins,Fare Bases,Branded Fares,Branded Fare Labels,Classes,Included Checked Bags Quantities,BAGGAGE_description,BAGGAGE_isChargeable,BAGGAGE_amenityProvider,MEAL_description,MEAL_isChargeable,MEAL_amenityProvider,ENTERTAINMENT_description,ENTERTAINMENT_isChargeable,ENTERTAINMENT_amenityProvider,BRANDED_FARES_description,BRANDED_FARES_isChargeable,BRANDED_FARES_amenityProvider,PRE_RESERVED_SEAT_description,PRE_RESERVED_SEAT_isChargeable,PRE_RESERVED_SEAT_amenityProvider,TRAVEL_SERVICES_description,TRAVEL_SERVICES_isChargeable,TRAVEL_SERVICES_amenityProvider
1.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,1.0,"[""S4""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,4.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,9.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""LO""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""LO""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,7.0,"[""JU""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""LO""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,4.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-20,2024-05-20,4.0,"[""IB""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,4.0,"[""LO""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,4.0,"[""LO""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""TK""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AZ""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""AC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""AC""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""UA""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""OS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""OS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""OS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""OS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LX""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,9.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""VS""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LX""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-25,2024-05-25,4.0,"[""LH""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""AF""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""SK""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,flight-offer,GDS,0.0,0.0,0.0,2024-06-17,2024-06-17,9.0,"[""SK""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""FI""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-19,2024-05-19,9.0,"[""TP""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,9.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,flight-offer,GDS,0.0,0.0,0.0,2024-05-21,2024-05-21,1.0,"[""AY""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
