id,lastTicketingDate,lastTicketingDateTime,numberOfBookableSeats,validatingAirlineCodes,Duration,Number of Stops,Airline,Base Price,Grand Total Price,Currency.1,Total Price.1,Base Price.1,Branded Fares,Branded Fare Labels,Included Checked Bags Quantities,BAGGAGE_description,BAGGAGE_isChargeable,BRANDED_FARES_description,BRANDED_FARES_isChargeable,BRANDED_FARES_amenityProvider,PRE_RESERVED_SEAT_description,PRE_RESERVED_SEAT_isChargeable,PRE_RESERVED_SEAT_amenityProvider,TRAVEL_SERVICES_description,TRAVEL_SERVICES_isChargeable,TRAVEL_SERVICES_amenityProvider,Origin Airport,Flight duration 1,Airport layover 1,Flight duration 2,Airport layover 2,Flight duration 3,Firt flight departure,Second flight departure,Third flight departure,Firt flight arrival,Second flight arrival,Third flight arrival,Origin airport,1st layover,2nd layover,Branded Fares Lables,Meal Option
381,2024-05-21,2024-05-21,4,IB,PT30H55M,1,IB,712.0,937.2,EUR,937.2,712.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,,,,,,,,,,CPH, PT3H, BCN, PT8H55M,,,2024-06-20T20:45:00, 2024-06-21T18:45:00,,2024-06-20T23:45:00, 2024-06-21T21:40:00,,CPH, BCN,,BASIC,MEAL
382,2024-05-21,2024-05-21,9,IB,PT24H50M,1,IB,712.0,941.03,EUR,941.03,712.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,,,,,,,,,,CPH, PT3H10M, MAD, PT8H15M,,,2024-06-20T19:50:00, 2024-06-21T12:25:00,,2024-06-20T23:00:00, 2024-06-21T14:40:00,,CPH, MAD,,BASIC,MEAL
383,2024-05-21,2024-05-21,9,IB,PT29H5M,1,IB,712.0,941.03,EUR,941.03,712.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,,,,,,,,,,CPH, PT3H10M, MAD, PT8H35M,,,2024-06-20T19:50:00, 2024-06-21T16:20:00,,2024-06-20T23:00:00, 2024-06-21T18:55:00,,CPH, MAD,,BASIC,MEAL
384,2024-05-21,2024-05-21,9,UX,PT17H45M,2,UX,791.0,1014.0,EUR,1014.0,791.0,STANDARD,STANDARD,1,FIRST CHECKED BAGGAGE,False,CHANGEABLE TICKET,True,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H25M, AMS, PT2H40M, MAD, PT8H15M,2024-06-20T06:00:00, 2024-06-20T11:00:00, 2024-06-20T15:30:00,2024-06-20T07:25:00, 2024-06-20T13:40:00, 2024-06-20T17:45:00,CPH, AMS, MAD,STANDARD,
385,2024-05-21,2024-05-21,9,UX,PT17H45M,2,UX,791.0,1014.0,EUR,1014.0,791.0,STANDARD,STANDARD,1,FIRST CHECKED BAGGAGE,False,CHANGEABLE TICKET,True,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H25M, AMS, PT2H35M, MAD, PT8H15M,2024-06-20T06:00:00, 2024-06-20T09:30:00, 2024-06-20T15:30:00,2024-06-20T07:25:00, 2024-06-20T12:05:00, 2024-06-20T17:45:00,CPH, AMS, MAD,STANDARD,
386,2024-05-21,2024-05-21,9,UX,PT41H45M,2,UX,791.0,1014.0,EUR,1014.0,791.0,STANDARD,STANDARD,1,FIRST CHECKED BAGGAGE,False,CHANGEABLE TICKET,True,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H25M, AMS, PT2H35M, MAD, PT8H15M,2024-06-20T06:00:00, 2024-06-21T07:00:00, 2024-06-21T15:30:00,2024-06-20T07:25:00, 2024-06-21T09:35:00, 2024-06-21T17:45:00,CPH, AMS, MAD,STANDARD,
387,2024-05-19,2024-05-19,4,IB,PT17H50M,1,IB,938.0,1017.95,EUR,1017.95,938.0,None,None,1,,,,,,,,,,,,CPH, PT3H, BCN, PT8H55M,,,2024-06-20T09:50:00, 2024-06-20T18:45:00,,2024-06-20T12:50:00, 2024-06-20T21:40:00,,CPH, BCN,,None,
388,2024-05-21,2024-05-21,9,UX,PT41H45M,2,UX,791.0,1023.28,EUR,1023.28,791.0,STANDARD,STANDARD,1,FIRST CHECKED BAGGAGE,False,CHANGEABLE TICKET,True,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H25M, AMS, PT2H40M, MAD, PT8H15M,2024-06-20T06:00:00, 2024-06-20T19:00:00, 2024-06-21T15:30:00,2024-06-20T07:25:00, 2024-06-20T21:40:00, 2024-06-21T17:45:00,CPH, AMS, MAD,STANDARD,
389,2024-06-20,2024-06-20,9,AZ,PT18H35M,2,AZ,858.0,1061.24,EUR,1061.24,858.0,ECOFLEX,ECONOMY FLEX,1,,,REFUNDABLE TICKET,True,BrandedFare,ADVANCE SEAT RESERVATION,True,BrandedFare,,,,CPH, PT2H5M, CDG, PT2H5M, FCO, PT9H45M,2024-06-20T06:20:00, 2024-06-20T11:40:00, 2024-06-20T15:10:00,2024-06-20T08:25:00, 2024-06-20T13:45:00, 2024-06-20T18:55:00,CPH, CDG, FCO,ECOFLEX,MEAL AND WINE
390,2024-05-25,2024-05-25,9,AC,PT14H59M,1,AC,904.0,1108.46,EUR,1108.46,904.0,BASIC,BASIC,0,CHECKED BAG FIRST,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT7H35M, YUL, PT1H49M,,,2024-06-20T12:20:00, 2024-06-20T19:30:00,,2024-06-20T13:55:00, 2024-06-20T21:19:00,,CPH, YUL,,BASIC,COMPLIMENTARY MEAL
391,2024-05-25,2024-05-25,9,UA,PT14H59M,1,UA,904.0,1108.46,EUR,1108.46,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT7H35M, YUL, PT1H49M,,,2024-06-20T12:20:00, 2024-06-20T19:30:00,,2024-06-20T13:55:00, 2024-06-20T21:19:00,,CPH, YUL,,BE,
392,2024-05-25,2024-05-25,9,UA,PT12H50M,1,UA,904.0,1111.35,EUR,1111.35,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H50M, ZRH, PT9H10M,,,2024-06-20T09:40:00, 2024-06-20T13:20:00,,2024-06-20T11:30:00, 2024-06-20T16:30:00,,CPH, ZRH,,BE,
393,2024-05-25,2024-05-25,9,UA,PT11H55M,1,UA,904.0,1111.71,EUR,1111.71,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H35M, MUC, PT8H55M,,,2024-06-20T08:55:00, 2024-06-20T11:55:00,,2024-06-20T10:30:00, 2024-06-20T14:50:00,,CPH, MUC,,BE,
394,2024-05-25,2024-05-25,9,UA,PT14H45M,1,UA,904.0,1111.71,EUR,1111.71,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H35M, MUC, PT8H55M,,,2024-06-20T06:05:00, 2024-06-20T11:55:00,,2024-06-20T07:40:00, 2024-06-20T14:50:00,,CPH, MUC,,BE,
395,2024-05-25,2024-05-25,9,UA,PT12H10M,1,UA,904.0,1112.23,EUR,1112.23,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H35M, BRU, PT8H25M,,,2024-06-20T06:50:00, 2024-06-20T10:35:00,,2024-06-20T08:25:00, 2024-06-20T13:00:00,,CPH, BRU,,BE,
396,2024-05-25,2024-05-25,9,AC,PT15H58M,1,AC,904.0,1113.83,EUR,1113.83,904.0,BASIC,BASIC,0,CHECKED BAG FIRST,True,BASIC SEAT,True,BrandedFare,,,,,,,CPH, PT8H15M, YYZ, PT1H53M,,,2024-06-20T12:25:00, 2024-06-20T20:30:00,,2024-06-20T14:40:00, 2024-06-20T22:23:00,,CPH, YYZ,,BASIC,COMPLIMENTARY MEAL
397,2024-05-25,2024-05-25,9,UA,PT15H58M,1,UA,904.0,1113.83,EUR,1113.83,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT8H15M, YYZ, PT1H53M,,,2024-06-20T12:25:00, 2024-06-20T20:30:00,,2024-06-20T14:40:00, 2024-06-20T22:23:00,,CPH, YYZ,,BE,
398,2024-05-25,2024-05-25,9,UA,PT11H15M,1,UA,904.0,1114.61,EUR,1114.61,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H30M, FRA, PT8H55M,,,2024-06-20T14:50:00, 2024-06-20T17:10:00,,2024-06-20T16:20:00, 2024-06-20T20:05:00,,CPH, FRA,,BE,
399,2024-05-25,2024-05-25,9,UA,PT14H,1,UA,904.0,1114.61,EUR,1114.61,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H30M, FRA, PT8H55M,,,2024-06-20T12:05:00, 2024-06-20T17:10:00,,2024-06-20T13:35:00, 2024-06-20T20:05:00,,CPH, FRA,,BE,
400,2024-05-25,2024-05-25,9,UA,PT16H25M,1,UA,904.0,1114.61,EUR,1114.61,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,MILEAGE ACCRUAL,False,BrandedFare,PRE RESERVED SEAT ASSIGNMENT,True,BrandedFare,PRIORITY BOARDING,True,BrandedFare,CPH, PT1H30M, FRA, PT8H55M,,,2024-06-20T09:40:00, 2024-06-20T17:10:00,,2024-06-20T11:10:00, 2024-06-20T20:05:00,,CPH, FRA,,BE,
401,2024-05-25,2024-05-25,4,LX,PT12H50M,1,LX,904.0,1128.85,EUR,1128.85,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,EXTRA LEGROOM SEAT RESERVATION,True,BrandedFare,,,,CPH, PT1H50M, ZRH, PT9H10M,,,2024-06-20T09:40:00, 2024-06-20T13:20:00,,2024-06-20T11:30:00, 2024-06-20T16:30:00,,CPH, ZRH,,ECOLIGHT,CATERING ON EUROPE AND CAI FLT
402,2024-05-25,2024-05-25,9,LH,PT10H55M,1,LH,904.0,1129.21,EUR,1129.21,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H35M, MUC, PT8H,,,2024-06-20T17:05:00, 2024-06-20T20:00:00,,2024-06-20T18:40:00, 2024-06-20T22:00:00,,CPH, MUC,,ECOLIGHT,CATERING ON EUROPE FLTS
403,2024-05-25,2024-05-25,9,LH,PT12H,1,LH,904.0,1129.21,EUR,1129.21,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H35M, MUC, PT8H55M,,,2024-06-20T08:50:00, 2024-06-20T11:55:00,,2024-06-20T10:25:00, 2024-06-20T14:50:00,,CPH, MUC,,ECOLIGHT,CATERING ON EUROPE FLTS
404,2024-05-25,2024-05-25,9,LH,PT14H40M,1,LH,904.0,1129.21,EUR,1129.21,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H35M, MUC, PT8H55M,,,2024-06-20T06:10:00, 2024-06-20T11:55:00,,2024-06-20T07:45:00, 2024-06-20T14:50:00,,CPH, MUC,,ECOLIGHT,CATERING ON EUROPE FLTS
405,2024-05-25,2024-05-25,9,SN,PT12H10M,1,SN,904.0,1129.73,EUR,1129.73,904.0,ECOLIGHT,ECONOMY LIGHT,0,CHECKED BAG FIRST,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H35M, BRU, PT8H25M,,,2024-06-20T06:50:00, 2024-06-20T10:35:00,,2024-06-20T08:25:00, 2024-06-20T13:00:00,,CPH, BRU,,ECOLIGHT,CATERING ON EUROPE FLTS
406,2024-05-25,2024-05-25,9,LH,PT11H10M,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H,,,2024-06-20T14:50:00, 2024-06-20T18:00:00,,2024-06-20T16:20:00, 2024-06-20T20:00:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
407,2024-05-25,2024-05-25,9,LH,PT11H15M,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H55M,,,2024-06-20T14:50:00, 2024-06-20T17:10:00,,2024-06-20T16:20:00, 2024-06-20T20:05:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
408,2024-05-25,2024-05-25,9,LH,PT13H40M,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT7H35M,,,2024-06-20T14:50:00, 2024-06-20T20:55:00,,2024-06-20T16:20:00, 2024-06-20T22:30:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
409,2024-05-25,2024-05-25,9,LH,PT14H,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H,,,2024-06-20T12:00:00, 2024-06-20T18:00:00,,2024-06-20T13:30:00, 2024-06-20T20:00:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
410,2024-05-25,2024-05-25,9,LH,PT14H,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT10H,,,2024-06-20T12:00:00, 2024-06-20T16:00:00,,2024-06-20T13:30:00, 2024-06-20T20:00:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
411,2024-05-25,2024-05-25,9,LH,PT14H5M,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H55M,,,2024-06-20T12:00:00, 2024-06-20T17:10:00,,2024-06-20T13:30:00, 2024-06-20T20:05:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
412,2024-05-25,2024-05-25,9,LH,PT14H20M,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H50M,,,2024-06-20T14:50:00, 2024-06-20T20:20:00,,2024-06-20T16:20:00, 2024-06-20T23:10:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
413,2024-05-25,2024-05-25,9,LH,PT16H15M,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H,,,2024-06-20T09:45:00, 2024-06-20T18:00:00,,2024-06-20T11:15:00, 2024-06-20T20:00:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
414,2024-05-25,2024-05-25,9,LH,PT16H20M,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H,,,2024-06-20T09:40:00, 2024-06-20T18:00:00,,2024-06-20T11:10:00, 2024-06-20T20:00:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
415,2024-05-25,2024-05-25,9,LH,PT16H30M,1,LH,904.0,1132.11,EUR,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT7H35M,,,2024-06-20T12:00:00, 2024-06-20T20:55:00,,2024-06-20T13:30:00, 2024-06-20T22:30:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS
416,2024-06-20,2024-06-20,9,VS,PT8H50M,0,VS,1001.0,1205.46,EUR,1205.46,1001.0,LIGHT,ECONOMY LIGHT,0,1ST BAG MAX 23KG,True,EARN MILES,False,BrandedFare,ADVANCED SEAT SELECTION,True,BrandedFare,,,,CPH, PT8H50M,,,,,2024-06-20T14:00:00,,,2024-06-20T16:50:00,,,CPH,,,LIGHT,MEALS AND DRINKS
417,2024-05-25,2024-05-25,4,LH,PT11H55M,1,LH,988.0,1213.21,EUR,1213.21,988.0,ECOSAVER,ECONOMY SAVER,1,,,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H35M, MUC, PT8H,,,2024-06-20T16:05:00, 2024-06-20T20:00:00,,2024-06-20T17:40:00, 2024-06-20T22:00:00,,CPH, MUC,,ECOSAVER,CATERING ON EUROPE FLTS
418,2024-05-25,2024-05-25,4,LH,PT10H15M,1,LH,988.0,1216.11,EUR,1216.11,988.0,ECOSAVER,ECONOMY SAVER,1,,,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT7H35M,,,2024-06-20T18:15:00, 2024-06-20T20:55:00,,2024-06-20T19:45:00, 2024-06-20T22:30:00,,CPH, FRA,,ECOSAVER,CATERING ON EUROPE FLTS
419,2024-05-25,2024-05-25,4,LH,PT12H45M,1,LH,988.0,1216.11,EUR,1216.11,988.0,ECOSAVER,ECONOMY SAVER,1,,,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H,,,2024-06-20T13:15:00, 2024-06-20T18:00:00,,2024-06-20T14:45:00, 2024-06-20T20:00:00,,CPH, FRA,,ECOSAVER,CATERING ON EUROPE FLTS
420,2024-05-25,2024-05-25,4,LH,PT12H45M,1,LH,988.0,1216.11,EUR,1216.11,988.0,ECOSAVER,ECONOMY SAVER,1,,,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT10H,,,2024-06-20T13:15:00, 2024-06-20T16:00:00,,2024-06-20T14:45:00, 2024-06-20T20:00:00,,CPH, FRA,,ECOSAVER,CATERING ON EUROPE FLTS
421,2024-05-25,2024-05-25,4,LH,PT12H50M,1,LH,988.0,1216.11,EUR,1216.11,988.0,ECOSAVER,ECONOMY SAVER,1,,,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H55M,,,2024-06-20T13:15:00, 2024-06-20T17:10:00,,2024-06-20T14:45:00, 2024-06-20T20:05:00,,CPH, FRA,,ECOSAVER,CATERING ON EUROPE FLTS
422,2024-05-25,2024-05-25,4,LH,PT15H15M,1,LH,988.0,1216.11,EUR,1216.11,988.0,ECOSAVER,ECONOMY SAVER,1,,,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT7H35M,,,2024-06-20T13:15:00, 2024-06-20T20:55:00,,2024-06-20T14:45:00, 2024-06-20T22:30:00,,CPH, FRA,,ECOSAVER,CATERING ON EUROPE FLTS
423,2024-05-25,2024-05-25,4,LH,PT15H55M,1,LH,988.0,1216.11,EUR,1216.11,988.0,ECOSAVER,ECONOMY SAVER,1,,,STANDARD SEAT RESERVATION,True,BrandedFare,,,,,,,CPH, PT1H30M, FRA, PT8H50M,,,2024-06-20T13:15:00, 2024-06-20T20:20:00,,2024-06-20T14:45:00, 2024-06-20T23:10:00,,CPH, FRA,,ECOSAVER,CATERING ON EUROPE FLTS
424,2024-06-20,2024-06-20,9,AF,PT10H50M,1,KL,1001.0,1227.21,EUR,1227.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H15M,,,2024-06-20T09:25:00, 2024-06-20T12:00:00,,2024-06-20T10:50:00, 2024-06-20T14:15:00,,CPH, AMS,,LIGHT,SNACK
425,2024-06-20,2024-06-20,9,AF,PT13H5M,1,KL,1001.0,1227.21,EUR,1227.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H15M,,,2024-06-20T06:00:00, 2024-06-20T10:50:00,,2024-06-20T07:25:00, 2024-06-20T13:05:00,,CPH, AMS,,LIGHT,SNACK
426,2024-06-20,2024-06-20,9,AF,PT14H15M,1,KL,1001.0,1227.21,EUR,1227.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H15M,,,2024-06-20T06:00:00, 2024-06-20T12:00:00,,2024-06-20T07:25:00, 2024-06-20T14:15:00,,CPH, AMS,,LIGHT,SNACK
427,2024-06-20,2024-06-20,9,AF,PT10H30M,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H5M,,,2024-06-20T14:40:00, 2024-06-20T17:05:00,,2024-06-20T16:05:00, 2024-06-20T19:10:00,,CPH, AMS,,LIGHT,SNACK
428,2024-06-20,2024-06-20,9,AF,PT10H55M,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H15M,,,2024-06-20T11:50:00, 2024-06-20T14:30:00,,2024-06-20T13:15:00, 2024-06-20T16:45:00,,CPH, AMS,,LIGHT,SNACK
429,2024-06-20,2024-06-20,9,AF,PT12H,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H,,,2024-06-20T09:25:00, 2024-06-20T13:25:00,,2024-06-20T10:50:00, 2024-06-20T15:25:00,,CPH, AMS,,LIGHT,SNACK
430,2024-06-20,2024-06-20,9,AF,PT13H20M,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H15M,,,2024-06-20T09:25:00, 2024-06-20T14:30:00,,2024-06-20T10:50:00, 2024-06-20T16:45:00,,CPH, AMS,,LIGHT,SNACK
431,2024-06-20,2024-06-20,9,AF,PT13H20M,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H5M,,,2024-06-20T11:50:00, 2024-06-20T17:05:00,,2024-06-20T13:15:00, 2024-06-20T19:10:00,,CPH, AMS,,LIGHT,SNACK
432,2024-06-20,2024-06-20,9,AF,PT15H25M,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H,,,2024-06-20T06:00:00, 2024-06-20T13:25:00,,2024-06-20T07:25:00, 2024-06-20T15:25:00,,CPH, AMS,,LIGHT,SNACK
433,2024-06-20,2024-06-20,9,AF,PT15H45M,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H5M,,,2024-06-20T09:25:00, 2024-06-20T17:05:00,,2024-06-20T10:50:00, 2024-06-20T19:10:00,,CPH, AMS,,LIGHT,SNACK
434,2024-06-20,2024-06-20,9,AF,PT16H45M,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H15M,,,2024-06-20T06:00:00, 2024-06-20T14:30:00,,2024-06-20T07:25:00, 2024-06-20T16:45:00,,CPH, AMS,,LIGHT,SNACK
435,2024-06-20,2024-06-20,9,AF,PT19H10M,1,KL,1001.0,1233.21,EUR,1233.21,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT1H25M, AMS, PT8H5M,,,2024-06-20T06:00:00, 2024-06-20T17:05:00,,2024-06-20T07:25:00, 2024-06-20T19:10:00,,CPH, AMS,,LIGHT,SNACK
436,2024-06-20,2024-06-20,9,AF,PT12H25M,1,AF,1001.0,1238.16,EUR,1238.16,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CHOICE OF STANDARD SEAT,True,BrandedFare,,,,,,,CPH, PT2H5M, CDG, PT8H15M,,,2024-06-20T06:20:00, 2024-06-20T10:30:00,,2024-06-20T08:25:00, 2024-06-20T12:45:00,,CPH, CDG,,LIGHT,SNACK
