numberOfBookableSeats,validatingAirlineCodes,Duration,Number of Stops,Grand Total Price,Branded Fare Labels,Included Checked Bags Quantities,Flight duration 1,Airport layover 1,Flight duration 2,Airport layover 2,Flight duration 3,Flight depature date,Departure Time,Arrival Time,Day of Week Departure,Day Type Departure,Log Grand Total Price
1,AY,22.75,1,567.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-18,Evening,Afternoon,Tuesday,Weekday,6.340641450869357
9,LO,14.75,1,629.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,6.4450211626834
9,LO,15.666666666666666,1,629.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,6.4450211626834
9,LO,19.33333333333333,1,629.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,6.4450211626834
4,LO,13.416666666666666,1,664.56,ECONOMY STANDARD,1,1.3333333333333333, WAW,9.5,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,6.499125167530816
4,LO,28.916666666666668,1,664.56,ECONOMY STANDARD,1,1.3333333333333333, WAW,9.333333333333334,No layover,0.0,2024-06-18,Afternoon,Afternoon,Tuesday,Weekday,6.499125167530816
9,TK,16.166666666666668,1,756.46,RESTRICTED,2,3.25, IST,10.666666666666666,No layover,0.0,2024-06-18,Evening,Morning,Tuesday,Weekday,6.628649656747857
9,TK,18.166666666666668,1,756.46,RESTRICTED,2,3.4166666666666665, IST,10.75,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,6.628649656747857
9,TK,22.916666666666668,1,756.46,RESTRICTED,2,3.25, IST,10.75,No layover,0.0,2024-06-18,Evening,Afternoon,Tuesday,Weekday,6.628649656747857
9,TK,27.916666666666668,1,756.46,RESTRICTED,2,3.25, IST,10.75,No layover,0.0,2024-06-18,Evening,Evening,Tuesday,Weekday,6.628649656747857
9,UX,17.75,2,1014.0,STANDARD,1,1.4166666666666667, AMS,2.6666666666666665, MAD,8.25,2024-06-18,Morning,Afternoon,Tuesday,Weekday,6.921658184151129
9,UX,17.75,2,1014.0,STANDARD,1,1.4166666666666667, AMS,2.583333333333333, MAD,8.25,2024-06-18,Morning,Afternoon,Tuesday,Weekday,6.921658184151129
9,AZ,18.58333333333333,2,1061.24,ECONOMY FLEX,1,2.083333333333333, CDG,2.083333333333333, FCO,9.75,2024-06-18,Morning,Evening,Tuesday,Weekday,6.96719331473075
9,AC,14.983333333333333,1,1108.46,BASIC,0,7.583333333333333, YUL,1.8166666666666669,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.010726943606016
9,UA,14.983333333333333,1,1108.46,BASIC ECONOMY,0,7.583333333333333, YUL,1.8166666666666669,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.010726943606016
9,UA,11.916666666666666,1,1111.71,BASIC ECONOMY,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.013654649431639
9,UA,12.166666666666666,1,1112.23,BASIC ECONOMY,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.014122287955589
9,AC,15.966666666666669,1,1113.83,BASIC,0,8.25, YYZ,1.8833333333333333,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.0155598056105735
9,UA,15.966666666666669,1,1113.83,BASIC ECONOMY,0,8.25, YYZ,1.8833333333333333,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.0155598056105735
9,UA,11.25,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.016259846923648
9,UA,13.083333333333334,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.5,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.016259846923648
9,UA,14.0,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.016259846923648
9,UA,16.416666666666668,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.016259846923648
9,UA,19.75,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.016259846923648
9,OS,16.166666666666668,1,1128.81,ECONOMY LIGHT,0,1.6666666666666663, VIE,8.0,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.028919259464637
9,OS,16.25,1,1128.81,ECONOMY LIGHT,0,1.6666666666666663, VIE,9.166666666666666,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.028919259464637
9,OS,19.0,1,1128.81,ECONOMY LIGHT,0,1.6666666666666663, VIE,8.0,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.028919259464637
9,OS,19.08333333333333,1,1128.81,ECONOMY LIGHT,0,1.6666666666666663, VIE,9.166666666666666,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.028919259464637
4,LX,12.833333333333334,1,1128.85,ECONOMY LIGHT,0,1.8333333333333333, ZRH,9.166666666666666,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.028954694383982
9,LH,10.916666666666666,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.0,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.029273552167256
9,LH,12.0,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.029273552167256
9,LH,14.666666666666666,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.029273552167256
9,LH,15.166666666666666,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.0,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.029273552167256
9,SN,12.166666666666666,1,1129.73,ECONOMY LIGHT,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.029733945103044
9,LH,11.166666666666666,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,11.25,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,12.833333333333334,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.5,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.031838427187
9,LH,13.666666666666666,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,14.0,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,14.0,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,10.0,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,14.083333333333334,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,14.333333333333334,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.833333333333334,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
9,LH,16.25,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.031838427187
9,LH,16.333333333333332,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.031838427187
9,LH,16.5,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.031838427187
4,LH,16.333333333333332,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.031838427187
9,VS,8.833333333333334,0,1205.46,ECONOMY LIGHT,0,8.833333333333334,No layover,0.0,No layover,0.0,2024-06-18,Afternoon,Afternoon,Tuesday,Weekday,7.094616515818124
4,LX,14.583333333333334,1,1212.85,ECONOMY SAVER,1,1.75, ZRH,9.166666666666666,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.10072824095123
4,LH,11.916666666666666,1,1213.21,ECONOMY SAVER,1,1.5833333333333337, MUC,8.0,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.101025018444484
4,LH,10.25,1,1216.11,ECONOMY SAVER,1,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-18,Evening,Evening,Tuesday,Weekday,7.103412518961122
4,LH,12.75,1,1216.11,ECONOMY SAVER,1,1.5, FRA,8.0,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
4,LH,12.75,1,1216.11,ECONOMY SAVER,1,1.5, FRA,10.0,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
4,LH,12.833333333333334,1,1216.11,ECONOMY SAVER,1,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
4,LH,15.25,1,1216.11,ECONOMY SAVER,1,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
4,LH,15.916666666666666,1,1216.11,ECONOMY SAVER,1,1.5, FRA,8.833333333333334,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.103412518961122
9,AF,10.5,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.1173758049638725
9,AF,12.0,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.0,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.1173758049638725
9,AF,13.333333333333334,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.1173758049638725
9,AF,15.416666666666666,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.0,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.1173758049638725
9,AF,15.75,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.1173758049638725
9,AF,19.166666666666668,1,1233.21,ECONOMY LIGHT,0,1.4166666666666667, AMS,8.083333333333334,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.1173758049638725
9,AF,12.416666666666666,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.25,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.121381685604504
9,AF,12.583333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
9,AF,12.75,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
9,AF,14.583333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.166666666666666,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
9,AF,15.083333333333334,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,16.333333333333332,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-18,Afternoon,Evening,Tuesday,Weekday,7.121381685604504
9,AF,16.916666666666668,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,8.166666666666666,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,18.5,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.333333333333334,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,18.666666666666668,1,1238.16,ECONOMY LIGHT,0,2.0, CDG,7.916666666666667,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,20.33333333333333,1,1238.16,ECONOMY LIGHT,0,2.083333333333333, CDG,8.166666666666666,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.121381685604504
9,AF,22.08333333333333,1,1248.73,ECONOMY LIGHT,0,2.083333333333333, CDG,7.916666666666667,No layover,0.0,2024-06-18,Morning,Evening,Tuesday,Weekday,7.12988231381849
9,AF,12.083333333333334,1,1626.16,ECONOMY LIGHT,0,2.0, CDG,8.333333333333334,No layover,0.0,2024-06-18,Morning,Afternoon,Tuesday,Weekday,7.393976686250706
9,SK,9.0,0,1956.03,SAS GO PRO,1,9.0,No layover,0.0,No layover,0.0,2024-06-18,Afternoon,Afternoon,Tuesday,Weekday,7.578672187900459
9,FI,17.833333333333332,1,429.83,ECONOMY LIGHT,0,3.333333333333333, KEF,6.166666666666667,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.063389781679444
9,TP,13.666666666666666,1,434.28,DISCOUNT,0,3.8333333333333335, LIS,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.0736894873636516
1,AY,28.166666666666668,1,465.92,ECONOMY LIGHT,0,2.0, LGW,8.0,No layover,0.0,2024-06-19,Evening,Evening,Wednesday,Weekday,6.1440139455682665
1,AY,32.166666666666664,1,465.92,ECONOMY LIGHT,0,2.0, LGW,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.1440139455682665
9,AY,11.833333333333334,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
9,AY,12.666666666666666,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
9,AY,16.333333333333332,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.167306825304179
9,AY,17.583333333333332,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.167306825304179
9,AY,18.33333333333333,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.167306825304179
9,AY,29.83333333333333,1,476.9,ECONOMY LIGHT,0,1.5833333333333337, HEL,8.75,No layover,0.0,2024-06-19,Evening,Evening,Wednesday,Weekday,6.167306825304179
9,AY,32.083333333333336,1,476.9,ECONOMY LIGHT,0,1.5, HEL,8.75,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167306825304179
9,AY,11.5,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.916666666666667,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
9,AY,13.333333333333334,1,477.16,ECONOMY LIGHT,0,2.0, LHR,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
1,AY,12.0,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.833333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
1,AY,24.5,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
1,AY,14.166666666666666,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.833333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.167851864413745
1,AY,21.166666666666668,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-19,Evening,Morning,Wednesday,Weekday,6.167851864413745
1,AY,25.166666666666668,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-19,Afternoon,Morning,Wednesday,Weekday,6.167851864413745
1,AY,26.25,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.833333333333333,No layover,0.0,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
1,AY,22.58333333333333,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.167851864413745
1,AY,26.58333333333333,1,477.16,ECONOMY LIGHT,0,2.0, LHR,7.75,No layover,0.0,2024-06-19,Afternoon,Afternoon,Wednesday,Weekday,6.167851864413745
9,FI,11.166666666666666,1,481.83,ECONOMY LIGHT,0,3.333333333333333, KEF,6.166666666666667,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
9,FI,11.333333333333334,1,481.83,ECONOMY LIGHT,0,3.25, KEF,6.333333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
9,FI,14.166666666666666,1,481.83,ECONOMY LIGHT,0,3.333333333333333, KEF,6.333333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.1775913547429155
9,FI,20.83333333333333,1,481.83,ECONOMY LIGHT,0,3.333333333333333, KEF,6.333333333333333,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.1775913547429155
9,FI,26.58333333333333,1,483.17,ECONOMY LIGHT,0,3.25, KEF,6.166666666666667,No layover,0.0,2024-06-19,Evening,Evening,Wednesday,Weekday,6.180368558600469
9,IB,13.5,1,485.75,BASIC,0,3.4166666666666665, MAD,8.583333333333334,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.1856940882575495
9,IB,11.833333333333334,1,491.9,BASIC,0,1.5, HEL,8.75,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.198275443801294
9,IB,24.83333333333333,1,495.03,BASIC,0,3.1666666666666665, MAD,8.25,No layover,0.0,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.204618366792824
9,IB,29.08333333333333,1,495.03,BASIC,0,3.1666666666666665, MAD,8.583333333333334,No layover,0.0,2024-06-19,Evening,Evening,Wednesday,Weekday,6.204618366792824
9,IB,33.25,1,495.03,BASIC,0,3.4166666666666665, MAD,8.25,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,6.204618366792824
9,FI,29.58333333333333,1,535.17,ECONOMY LIGHT,0,3.25, KEF,6.333333333333333,No layover,0.0,2024-06-19,Evening,Evening,Wednesday,Weekday,6.282584453431286
9,FI,32.333333333333336,1,535.17,ECONOMY LIGHT,0,3.25, KEF,6.166666666666667,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.282584453431286
4,LO,14.75,1,549.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,6.309117958055747
9,LO,25.83333333333333,1,549.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.333333333333334,No layover,0.0,2024-06-19,Evening,Afternoon,Wednesday,Weekday,6.309117958055747
1,LO,30.416666666666668,1,549.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-19,Evening,Evening,Wednesday,Weekday,6.309117958055747
9,AY,13.083333333333334,1,555.92,ECONOMY LIGHT,0,2.083333333333333, LGW,8.0,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.320624399006072
9,AY,11.166666666666666,1,567.16,ECONOMY LIGHT,0,2.083333333333333, LHR,7.833333333333333,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,6.340641450869357
9,AY,14.25,1,567.16,ECONOMY LIGHT,0,2.083333333333333, LHR,7.916666666666667,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.340641450869357
9,AY,16.083333333333332,1,567.16,ECONOMY LIGHT,0,2.083333333333333, LHR,8.0,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.340641450869357
1,AY,12.5,1,567.16,ECONOMY LIGHT,0,2.083333333333333, LHR,7.833333333333333,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,6.340641450869357
1,AY,16.916666666666668,1,567.16,ECONOMY LIGHT,0,2.083333333333333, LHR,7.833333333333333,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.340641450869357
9,LO,19.33333333333333,1,629.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.4450211626834
4,LO,13.75,1,664.56,ECONOMY STANDARD,1,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,6.499125167530816
4,LO,28.916666666666668,1,664.56,ECONOMY STANDARD,1,1.3333333333333333, WAW,9.333333333333334,No layover,0.0,2024-06-19,Afternoon,Afternoon,Wednesday,Weekday,6.499125167530816
9,LO,15.666666666666666,1,737.56,ECONOMY NO BAG,0,1.4166666666666667, WAW,9.5,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.603347440836964
9,TK,18.166666666666668,1,756.46,RESTRICTED,2,3.4166666666666665, IST,10.75,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.628649656747857
4,IB,17.833333333333332,1,929.45,BASIC,0,3.0, BCN,8.916666666666666,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,6.834593013353153
9,AZ,18.58333333333333,2,1061.24,ECONOMY FLEX,1,2.083333333333333, CDG,2.083333333333333, FCO,9.75,2024-06-19,Morning,Evening,Wednesday,Weekday,6.96719331473075
9,UA,11.916666666666666,1,1111.71,BASIC ECONOMY,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.013654649431639
9,UA,14.75,1,1111.71,BASIC ECONOMY,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.013654649431639
9,UA,12.166666666666666,1,1112.23,BASIC ECONOMY,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.014122287955589
9,AC,15.966666666666669,1,1113.83,BASIC,0,8.25, YYZ,1.8833333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.0155598056105735
9,UA,15.966666666666669,1,1113.83,BASIC ECONOMY,0,8.25, YYZ,1.8833333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.0155598056105735
9,UA,13.083333333333334,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.5,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.016259846923648
9,UA,14.0,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.016259846923648
9,UA,16.416666666666668,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.016259846923648
9,UA,19.75,1,1114.61,BASIC ECONOMY,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.016259846923648
9,OS,16.166666666666668,1,1128.81,ECONOMY LIGHT,0,1.6666666666666663, VIE,8.0,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.028919259464637
9,OS,19.0,1,1128.81,ECONOMY LIGHT,0,1.6666666666666663, VIE,8.0,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.028919259464637
9,LX,12.833333333333334,1,1128.85,ECONOMY LIGHT,0,1.8333333333333333, ZRH,9.166666666666666,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.028954694383982
4,LH,12.0,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.916666666666666,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.029273552167256
4,LH,15.166666666666666,1,1129.21,ECONOMY LIGHT,0,1.5833333333333337, MUC,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.029273552167256
9,SN,12.166666666666666,1,1129.73,ECONOMY LIGHT,0,1.5833333333333337, BRU,8.416666666666666,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.029733945103044
4,LH,11.166666666666666,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.031838427187
4,LH,11.25,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.031838427187
4,LH,13.666666666666666,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.031838427187
4,LH,14.333333333333334,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.833333333333334,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.031838427187
9,LH,12.833333333333334,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.5,No layover,0.0,2024-06-19,Morning,Afternoon,Wednesday,Weekday,7.031838427187
9,LH,14.0,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.031838427187
9,LH,14.0,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,10.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.031838427187
9,LH,14.083333333333334,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.916666666666666,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.031838427187
9,LH,16.25,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.031838427187
9,LH,16.333333333333332,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,8.0,No layover,0.0,2024-06-19,Morning,Evening,Wednesday,Weekday,7.031838427187
9,LH,16.5,1,1132.11,ECONOMY LIGHT,0,1.5, FRA,7.583333333333333,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.031838427187
9,VS,8.833333333333334,0,1205.46,ECONOMY LIGHT,0,8.833333333333334,No layover,0.0,No layover,0.0,2024-06-19,Afternoon,Afternoon,Wednesday,Weekday,7.094616515818124
4,LH,11.916666666666666,1,1213.21,ECONOMY SAVER,1,1.5833333333333337, MUC,8.0,No layover,0.0,2024-06-19,Afternoon,Evening,Wednesday,Weekday,7.101025018444484
